crop_type,crop_growth_stage,soil_type,soil_ph,soil_moisture,organic_carbon,electrical_conductivity,N,P,K,temperature_c,humidity,rainfall_mm,sunlight_hours,wind_speed_kmh,season,irrigation_type,water_source,field_area_hectare,mulching_used,previous_irrigation_mm,region,irrigation_need,water_required_mm
Rice,Flowering,Clay,5.59,44.85,1.39,0.61,80.0,47.0,40.0,34.51,77.84,1881.32,4.81,16.03,Rabi,Sprinkler,River,7.48,Yes,105.17,North,Medium,94.46
Cotton,Flowering,Loamy,7.23,27.19,0.82,3.21,117.0,46.0,19.0,18.67,76.42,2449.21,6.91,16.58,Zaid,Sprinkler,Groundwater,3.93,No,3.7,North,Medium,3.32
Rice,Harvest,Sandy,7.52,43.29,1.39,0.55,80.0,47.0,40.0,19.1,91.18,425.68,5.73,12.79,Kharif,Rainfed,River,12.76,Yes,106.07,East,Low,37.38
Maize,Flowering,Clay,6.33,34.46,1.16,1.08,76.0,48.5,20.0,13.92,46.94,1337.05,6.72,11.96,Kharif,Canal,Rainwater,7.57,Yes,110.14,West,Low,62.53
Rice,Flowering,Sandy,7.72,14.92,0.48,1.21,80.0,47.0,40.0,24.14,88.06,1061.06,5.8,14.05,Kharif,Canal,Groundwater,13.33,Yes,70.3,East,Medium,70.67
Maize,Harvest,Sandy,5.57,8.19,1.08,3.13,76.0,48.5,20.0,33.75,77.24,2103.16,8.8,18.6,Zaid,Drip,River,14.15,No,84.21,West,Medium,54.17
Cotton,Vegetative,Loamy,5.72,55.0,0.48,0.74,117.0,46.0,19.0,15.03,73.42,1597.19,7.86,7.87,Zaid,Drip,Reservoir,8.12,No,44.11,Central,Low,17.17
Maize,Sowing,Sandy,7.42,38.74,0.52,0.1,76.0,48.5,20.0,31.82,47.85,2189.14,7.88,6.98,Zaid,Drip,Rainwater,0.59,Yes,111.99,Central,Low,60.56
Cotton,Harvest,Loamy,7.23,36.13,1.03,1.01,117.0,46.0,19.0,37.43,44.18,1568.59,8.0,16.35,Rabi,Sprinkler,Rainwater,0.59,Yes,72.88,West,Low,29.72
Rice,Vegetative,Clay,8.09,47.92,1.35,3.39,80.0,47.0,40.0,32.76,34.33,2257.51,7.84,3.0,Kharif,Canal,Reservoir,14.48,Yes,59.05,South,Low,29.55
Rice,Harvest,Sandy,7.59,15.21,1.32,3.13,80.0,47.0,40.0,17.18,40.01,1636.95,4.49,1.49,Zaid,Canal,Reservoir,10.83,Yes,110.98,East,Low,42.36
Cotton,Sowing,Sandy,7.34,34.66,0.75,3.05,117.0,46.0,19.0,23.24,91.18,1455.7,10.82,4.36,Rabi,Drip,Rainwater,7.34,Yes,95.14,West,Low,49.05
Maize,Harvest,Sandy,6.4,36.35,0.75,3.38,76.0,48.5,20.0,40.1,53.12,806.96,4.16,10.47,Kharif,Drip,Reservoir,10.87,No,3.3,South,Low,1.37
Cotton,Sowing,Loamy,7.46,32.91,0.47,2.65,117.0,46.0,19.0,18.52,56.1,1806.35,7.91,6.76,Rabi,Rainfed,River,12.42,Yes,15.79,North,Low,7.87
Cotton,Flowering,Sandy,7.34,30.39,1.18,2.14,117.0,46.0,19.0,36.4,29.74,245.32,5.15,7.06,Rabi,Drip,Reservoir,12.01,No,81.16,West,Medium,108.55
Cotton,Sowing,Clay,6.86,36.48,1.14,0.58,117.0,46.0,19.0,12.05,35.66,2172.12,5.72,16.29,Rabi,Sprinkler,Rainwater,2.25,No,93.36,Central,Low,43.4
Maize,Vegetative,Sandy,4.86,47.44,0.91,2.13,76.0,48.5,20.0,21.83,41.45,884.08,5.77,19.41,Rabi,Rainfed,River,5.26,Yes,65.64,Central,Low,29.66
Cotton,Flowering,Silt,6.97,29.52,0.94,2.98,117.0,46.0,19.0,15.12,74.4,969.74,6.6,5.3,Kharif,Sprinkler,River,5.21,No,29.18,South,Low,17.3
Rice,Harvest,Silt,7.7,38.58,1.19,1.54,80.0,47.0,40.0,18.71,74.54,1169.81,5.03,1.1,Rabi,Rainfed,Groundwater,4.2,No,66.05,North,Low,21.97
Cotton,Sowing,Loamy,5.7,58.71,1.41,2.8,117.0,46.0,19.0,21.57,72.48,2187.38,10.09,4.92,Kharif,Canal,Reservoir,5.61,Yes,39.31,East,Low,15.77
Maize,Sowing,Loamy,7.49,59.22,0.81,3.07,76.0,48.5,20.0,23.8,39.43,1744.75,5.92,7.6,Rabi,Canal,River,4.74,No,48.18,South,Low,19.66
Cotton,Flowering,Clay,4.92,63.35,1.36,1.34,117.0,46.0,19.0,15.58,53.37,824.25,4.11,3.93,Zaid,Canal,Rainwater,1.71,Yes,55.18,East,Low,23.65
Maize,Harvest,Sandy,7.97,44.24,0.58,1.28,76.0,48.5,20.0,26.39,25.97,814.68,5.12,4.85,Zaid,Rainfed,Reservoir,2.42,No,17.44,Central,Low,5.96
Maize,Sowing,Sandy,5.16,17.02,0.33,1.9,76.0,48.5,20.0,23.36,43.78,2410.6,10.79,18.73,Kharif,Rainfed,River,8.66,Yes,27.3,North,Low,15.88
Maize,Sowing,Loamy,7.41,41.01,1.07,2.05,76.0,48.5,20.0,39.89,54.71,1609.75,9.97,10.68,Kharif,Drip,Reservoir,0.56,No,104.72,North,Low,59.66
Maize,Flowering,Loamy,5.72,31.8,0.82,0.97,76.0,48.5,20.0,30.9,52.81,1373.38,6.07,17.78,Zaid,Rainfed,River,5.76,No,39.88,South,Medium,38.94
Cotton,Sowing,Silt,5.63,20.09,1.59,2.96,117.0,46.0,19.0,32.3,43.39,1354.0,9.12,18.99,Rabi,Sprinkler,Groundwater,6.99,Yes,42.48,West,Medium,38.49
Rice,Flowering,Silt,8.17,37.73,0.6,2.36,80.0,47.0,40.0,37.27,63.14,1125.12,9.25,18.09,Kharif,Rainfed,River,3.61,No,89.25,West,Medium,87.75
Maize,Harvest,Loamy,5.47,44.98,0.64,1.62,76.0,48.5,20.0,38.97,65.21,1246.61,5.81,6.64,Kharif,Canal,Reservoir,6.0,Yes,47.25,South,Low,18.01
Cotton,Harvest,Clay,7.95,48.74,1.52,0.13,117.0,46.0,19.0,41.48,80.98,221.51,10.99,18.08,Zaid,Sprinkler,River,6.14,No,81.83,North,Medium,56.85
Maize,Flowering,Silt,8.1,59.13,1.18,0.29,76.0,48.5,20.0,27.19,25.32,1155.78,6.22,7.88,Rabi,Drip,Groundwater,13.08,No,11.55,West,Low,5.86
Maize,Vegetative,Silt,8.02,24.62,1.19,1.74,76.0,48.5,20.0,28.26,25.15,833.99,6.5,14.4,Kharif,Canal,River,0.67,No,112.49,Central,Medium,94.66
Cotton,Flowering,Clay,7.81,26.62,1.44,2.89,117.0,46.0,19.0,32.03,93.42,442.86,8.08,6.49,Zaid,Canal,Reservoir,10.04,No,60.6,West,Medium,67.68
Maize,Harvest,Sandy,5.53,29.18,1.16,1.07,76.0,48.5,20.0,23.21,43.49,2037.02,4.05,11.84,Rabi,Drip,Reservoir,3.04,Yes,12.4,East,Low,4.69
Cotton,Flowering,Clay,6.96,30.49,1.03,2.98,117.0,46.0,19.0,31.86,44.76,1480.11,6.16,5.05,Kharif,Canal,Groundwater,14.43,Yes,62.74,Central,Low,43.75
Rice,Flowering,Clay,5.41,28.82,0.54,2.29,80.0,47.0,40.0,37.58,57.45,982.4,8.23,15.54,Rabi,Canal,Groundwater,8.27,No,37.04,South,Medium,39.41
Maize,Flowering,Silt,7.4,58.15,0.44,0.62,76.0,48.5,20.0,40.21,33.15,2284.11,8.14,13.29,Rabi,Rainfed,Rainwater,8.79,Yes,40.52,South,Medium,33.38
Cotton,Vegetative,Loamy,5.4,9.39,0.79,0.59,117.0,46.0,19.0,35.68,74.25,1849.61,10.61,1.74,Kharif,Drip,River,2.72,No,98.51,Central,Medium,92.13
Rice,Flowering,Clay,6.23,64.34,0.95,1.43,80.0,47.0,40.0,23.57,33.72,1873.57,7.74,14.36,Kharif,Canal,River,6.2,Yes,50.79,West,Low,23.41
Maize,Harvest,Sandy,7.5,48.47,1.1,2.03,76.0,48.5,20.0,29.57,55.51,1736.0,7.89,11.73,Rabi,Sprinkler,Reservoir,3.71,No,100.97,West,Low,34.14
Cotton,Vegetative,Silt,8.18,37.56,1.29,1.19,117.0,46.0,19.0,26.86,86.15,2409.51,10.57,11.26,Kharif,Drip,Rainwater,9.42,Yes,47.09,West,Low,24.54
Maize,Vegetative,Sandy,6.16,26.5,0.99,1.67,76.0,48.5,20.0,37.6,85.48,1877.28,8.21,11.65,Zaid,Sprinkler,River,5.97,Yes,4.38,East,Medium,3.96
Rice,Harvest,Clay,6.04,13.3,1.1,0.74,80.0,47.0,40.0,24.38,89.9,472.67,9.37,17.65,Kharif,Rainfed,Groundwater,9.44,Yes,1.37,North,Low,0.59
Rice,Sowing,Loamy,6.14,43.4,1.56,1.28,80.0,47.0,40.0,32.66,72.86,2442.68,5.76,17.88,Zaid,Rainfed,Reservoir,5.72,No,97.55,Central,Low,50.94
Rice,Harvest,Clay,7.41,40.97,0.72,0.97,80.0,47.0,40.0,38.11,55.08,100.2,6.05,9.65,Zaid,Drip,Groundwater,11.85,Yes,49.92,Central,Low,28.15
Rice,Flowering,Silt,5.1,32.31,1.11,2.73,80.0,47.0,40.0,34.17,82.96,1347.49,6.94,3.27,Zaid,Sprinkler,River,10.16,Yes,18.07,South,Low,12.68
Cotton,Flowering,Silt,6.51,58.92,1.25,0.39,117.0,46.0,19.0,13.19,86.93,129.45,7.8,3.84,Zaid,Canal,Reservoir,9.11,Yes,107.13,North,Medium,96.29
Maize,Vegetative,Sandy,5.66,14.6,1.48,2.04,76.0,48.5,20.0,35.75,27.75,1533.48,6.4,18.89,Zaid,Rainfed,Groundwater,3.7,Yes,104.33,Central,Medium,97.64
Rice,Vegetative,Clay,6.56,37.12,0.69,1.25,80.0,47.0,40.0,36.45,78.29,111.32,4.01,15.19,Rabi,Drip,River,3.25,Yes,92.16,Central,Medium,107.34
Cotton,Flowering,Silt,4.85,36.34,1.28,0.14,117.0,46.0,19.0,29.92,68.83,934.0,10.17,3.2,Rabi,Rainfed,Reservoir,9.83,No,37.47,North,Low,24.4
Cotton,Flowering,Clay,5.7,11.44,0.92,0.78,117.0,46.0,19.0,13.56,55.81,75.43,5.62,13.54,Kharif,Sprinkler,River,5.56,No,59.95,East,High,103.92
Rice,Harvest,Loamy,6.99,19.57,0.58,2.52,80.0,47.0,40.0,34.21,83.66,723.68,7.46,10.36,Zaid,Canal,Groundwater,13.0,No,66.48,Central,Medium,42.94
Maize,Flowering,Silt,6.21,57.15,1.17,3.01,76.0,48.5,20.0,29.88,49.16,284.28,4.16,5.19,Rabi,Rainfed,Reservoir,1.2,Yes,71.32,Central,Medium,67.55
Rice,Sowing,Clay,7.96,27.52,1.26,2.3,80.0,47.0,40.0,20.78,68.53,136.08,5.76,9.43,Rabi,Sprinkler,Groundwater,8.28,No,106.21,South,Low,79.31
Maize,Vegetative,Clay,7.47,61.95,1.27,2.44,76.0,48.5,20.0,29.99,38.47,2293.06,10.15,10.76,Zaid,Sprinkler,Groundwater,3.09,Yes,104.6,West,Low,44.0
Maize,Sowing,Clay,5.48,12.09,0.96,2.17,76.0,48.5,20.0,14.49,43.49,1563.89,6.63,13.33,Kharif,Canal,Rainwater,6.57,No,67.84,West,Medium,51.59
Maize,Vegetative,Loamy,6.7,22.12,0.72,1.01,76.0,48.5,20.0,34.72,34.04,2497.23,7.3,8.05,Rabi,Sprinkler,River,9.05,Yes,42.61,West,Medium,38.86
Maize,Harvest,Sandy,7.31,43.73,1.39,1.75,76.0,48.5,20.0,28.5,60.8,1116.33,4.28,5.18,Zaid,Drip,Groundwater,9.91,No,8.96,West,Low,3.14
Cotton,Harvest,Sandy,6.93,9.03,0.44,0.43,117.0,46.0,19.0,38.04,36.11,2035.44,10.39,5.12,Zaid,Canal,Rainwater,3.49,Yes,56.1,South,Low,26.26
Cotton,Flowering,Loamy,8.15,42.68,1.53,1.02,117.0,46.0,19.0,15.78,37.2,1860.77,9.03,16.3,Kharif,Drip,River,6.99,No,7.42,South,Medium,5.64
Rice,Harvest,Sandy,5.18,19.17,0.84,3.36,80.0,47.0,40.0,39.65,27.12,2314.24,4.12,18.49,Rabi,Rainfed,Reservoir,8.03,No,19.72,Central,Medium,13.37
Maize,Flowering,Silt,7.62,64.76,0.58,3.38,76.0,48.5,20.0,29.98,50.1,2210.26,4.59,6.54,Kharif,Canal,Rainwater,6.48,Yes,60.8,North,Low,29.71
Maize,Sowing,Silt,7.44,24.67,1.27,1.42,76.0,48.5,20.0,25.63,89.34,1270.37,8.15,17.34,Zaid,Canal,Rainwater,3.02,Yes,12.68,South,Low,7.28
Maize,Sowing,Silt,8.05,38.84,0.76,3.04,76.0,48.5,20.0,17.38,38.96,569.35,4.65,9.24,Zaid,Rainfed,Groundwater,4.22,No,28.15,South,Low,13.15
Maize,Vegetative,Silt,7.17,26.04,1.19,3.08,76.0,48.5,20.0,30.85,29.62,2086.14,10.52,12.78,Kharif,Rainfed,Reservoir,10.38,Yes,18.09,North,Medium,15.43
Rice,Flowering,Loamy,6.37,61.03,0.8,2.28,80.0,47.0,40.0,26.45,38.47,1448.27,9.65,6.5,Rabi,Rainfed,Groundwater,13.48,Yes,96.7,South,Low,47.66
Maize,Flowering,Clay,6.0,53.92,0.61,0.41,76.0,48.5,20.0,17.46,77.69,534.56,8.42,3.79,Kharif,Drip,Groundwater,10.65,Yes,74.95,South,Low,36.35
Rice,Sowing,Silt,6.96,36.41,1.44,3.21,80.0,47.0,40.0,19.44,64.0,2463.0,5.55,16.83,Zaid,Drip,Groundwater,2.4,No,103.99,East,Low,50.76
Rice,Harvest,Sandy,7.11,61.49,0.66,1.11,80.0,47.0,40.0,33.48,57.76,2039.36,8.54,7.1,Rabi,Sprinkler,Groundwater,2.19,No,40.98,Central,Low,12.53
Rice,Sowing,Loamy,5.47,37.09,0.61,1.76,80.0,47.0,40.0,21.2,27.72,2074.33,6.92,10.44,Zaid,Drip,River,7.28,No,51.86,North,Low,25.63
Maize,Flowering,Loamy,7.49,46.33,0.75,3.18,76.0,48.5,20.0,31.6,50.43,2457.26,10.05,2.57,Zaid,Sprinkler,River,3.54,No,117.72,North,Medium,101.47
Rice,Flowering,Silt,6.42,22.89,0.98,1.08,80.0,47.0,40.0,13.98,82.61,1142.39,4.0,15.31,Zaid,Sprinkler,River,14.89,Yes,109.05,North,Medium,97.31
Maize,Harvest,Silt,6.62,26.51,0.66,0.2,76.0,48.5,20.0,21.36,76.47,2375.8,10.47,18.07,Zaid,Drip,Rainwater,4.64,No,24.91,North,Low,9.44
Rice,Sowing,Clay,6.19,55.12,0.71,3.08,80.0,47.0,40.0,24.04,62.36,2054.28,4.6,7.79,Zaid,Canal,Reservoir,4.57,Yes,47.29,South,Low,20.22
Rice,Vegetative,Sandy,7.84,23.45,1.52,1.64,80.0,47.0,40.0,27.14,26.41,2284.47,10.14,9.84,Rabi,Canal,Groundwater,4.02,No,42.49,Central,Medium,35.7
Cotton,Harvest,Loamy,8.18,63.37,0.82,0.92,117.0,46.0,19.0,36.1,50.66,1044.65,10.34,8.03,Rabi,Drip,River,13.85,No,14.3,East,Low,4.38
Rice,Sowing,Clay,5.2,26.17,0.8,1.81,80.0,47.0,40.0,39.7,29.85,1821.3,9.47,13.37,Rabi,Canal,Reservoir,6.77,No,76.6,South,Low,49.5
Cotton,Vegetative,Loamy,4.85,17.15,0.61,0.98,117.0,46.0,19.0,26.92,47.73,1139.82,10.29,5.81,Rabi,Sprinkler,Reservoir,11.13,No,91.51,West,Medium,78.81
Rice,Harvest,Loamy,7.72,64.47,1.19,1.73,80.0,47.0,40.0,30.85,80.57,1428.65,8.34,4.96,Zaid,Rainfed,Groundwater,14.59,Yes,118.56,West,Low,34.19
Rice,Flowering,Clay,8.17,40.41,0.89,2.14,80.0,47.0,40.0,32.76,76.77,62.59,5.09,10.97,Kharif,Rainfed,River,9.91,Yes,110.45,West,Medium,149.99
Cotton,Flowering,Loamy,7.21,56.97,0.65,0.34,117.0,46.0,19.0,17.81,25.04,312.74,10.63,2.01,Kharif,Drip,River,2.31,Yes,13.65,Central,Low,7.84
Rice,Harvest,Clay,5.19,47.96,0.4,0.16,80.0,47.0,40.0,41.45,49.77,2179.21,4.85,19.08,Zaid,Drip,Groundwater,9.66,Yes,101.9,East,Low,38.08
Rice,Vegetative,Sandy,6.18,10.52,0.73,3.29,80.0,47.0,40.0,17.35,50.87,1017.02,5.65,7.8,Zaid,Rainfed,Reservoir,0.83,No,85.81,Central,Medium,66.96
Maize,Harvest,Clay,7.68,16.99,0.94,1.02,76.0,48.5,20.0,14.88,27.33,418.17,8.38,13.07,Rabi,Canal,Rainwater,2.31,No,17.93,South,Medium,10.59
Maize,Harvest,Sandy,6.05,12.05,0.37,1.39,76.0,48.5,20.0,31.92,82.21,1989.54,9.08,17.31,Zaid,Canal,Reservoir,8.66,Yes,22.69,East,Medium,14.35
Maize,Vegetative,Loamy,6.81,8.56,0.41,2.42,76.0,48.5,20.0,39.3,73.22,500.72,7.59,11.28,Rabi,Rainfed,Groundwater,12.74,Yes,40.45,South,Medium,40.04
Rice,Harvest,Sandy,7.0,30.36,0.78,2.59,80.0,47.0,40.0,29.86,53.35,1417.19,6.14,15.8,Rabi,Drip,Groundwater,9.46,Yes,118.25,East,Low,47.25
Maize,Harvest,Clay,6.71,56.02,0.39,1.5,76.0,48.5,20.0,21.06,75.26,1205.96,9.9,8.86,Zaid,Canal,Groundwater,12.64,Yes,55.88,Central,Low,16.07
Cotton,Harvest,Silt,7.69,49.82,0.72,1.6,117.0,46.0,19.0,24.01,92.93,195.65,6.18,2.63,Rabi,Drip,Reservoir,14.85,Yes,61.08,North,Low,25.81
Maize,Vegetative,Loamy,6.57,61.21,0.46,0.95,76.0,48.5,20.0,21.43,27.02,2326.14,8.85,15.84,Rabi,Canal,Groundwater,0.57,Yes,103.04,South,Low,40.14
Rice,Harvest,Silt,7.97,19.92,0.59,2.7,80.0,47.0,40.0,16.42,48.64,520.57,9.31,14.46,Rabi,Sprinkler,River,2.37,Yes,70.83,South,Low,26.93
Rice,Flowering,Sandy,7.54,64.69,0.6,0.71,80.0,47.0,40.0,36.63,30.94,2102.34,8.41,1.38,Kharif,Rainfed,Groundwater,8.14,No,68.48,North,Medium,50.87
Maize,Flowering,Sandy,7.16,52.09,1.58,3.26,76.0,48.5,20.0,25.46,28.58,226.24,6.57,14.56,Kharif,Canal,Rainwater,8.55,Yes,76.43,Central,Medium,76.61
Rice,Vegetative,Sandy,6.25,28.58,0.32,2.84,80.0,47.0,40.0,28.4,75.38,2019.08,8.23,10.66,Zaid,Canal,Reservoir,1.42,No,101.3,South,Medium,82.67
Cotton,Vegetative,Sandy,5.7,28.27,0.88,0.91,117.0,46.0,19.0,19.34,68.27,1158.77,5.29,9.41,Rabi,Canal,Reservoir,12.51,Yes,57.35,Central,Low,29.97
Cotton,Flowering,Loamy,5.1,17.84,1.57,3.41,117.0,46.0,19.0,13.18,59.53,440.97,7.48,1.17,Zaid,Canal,Reservoir,2.14,No,2.31,Central,Medium,2.29
Rice,Vegetative,Sandy,6.07,28.88,1.31,2.34,80.0,47.0,40.0,20.24,33.72,811.91,9.11,10.3,Kharif,Drip,River,2.78,Yes,4.44,East,Low,2.33
Maize,Flowering,Sandy,7.25,36.13,0.76,3.01,76.0,48.5,20.0,39.61,83.0,1067.2,10.45,19.74,Zaid,Canal,Reservoir,9.36,No,48.82,East,Medium,49.7
Maize,Flowering,Loamy,4.99,42.42,0.48,2.59,76.0,48.5,20.0,14.46,78.43,2377.91,9.54,2.48,Rabi,Canal,Groundwater,10.92,No,23.71,Central,Low,12.53
Maize,Vegetative,Sandy,7.09,38.19,0.69,1.28,76.0,48.5,20.0,13.69,46.78,1618.87,5.97,18.95,Zaid,Rainfed,Rainwater,14.92,Yes,107.0,East,Low,48.99
Maize,Harvest,Clay,7.83,64.0,0.52,1.17,76.0,48.5,20.0,20.03,46.78,1694.76,7.79,6.12,Zaid,Sprinkler,Reservoir,10.15,Yes,92.22,Central,Low,24.0
Rice,Flowering,Loamy,7.24,16.84,1.48,3.08,80.0,47.0,40.0,22.96,69.6,1641.61,8.13,11.36,Kharif,Sprinkler,Groundwater,3.14,No,18.81,Central,Medium,18.68
Cotton,Harvest,Loamy,5.09,8.87,1.01,0.14,117.0,46.0,19.0,31.09,47.13,2304.27,4.82,19.48,Kharif,Canal,River,2.98,Yes,16.05,North,Medium,10.07
Maize,Harvest,Silt,7.56,47.34,0.91,2.46,76.0,48.5,20.0,17.88,33.67,532.23,6.43,13.69,Rabi,Canal,Reservoir,12.12,Yes,48.67,West,Low,14.78
Rice,Flowering,Sandy,7.24,13.6,1.32,2.71,80.0,47.0,40.0,39.42,80.84,1429.41,7.91,15.83,Rabi,Canal,Groundwater,2.61,Yes,21.55,Central,Medium,25.0
Cotton,Harvest,Loamy,5.14,50.45,1.31,2.58,117.0,46.0,19.0,30.71,36.84,1604.13,9.09,8.66,Zaid,Drip,Groundwater,14.05,No,21.08,South,Low,7.07
Rice,Harvest,Clay,4.94,26.04,1.47,3.3,80.0,47.0,40.0,39.73,84.05,681.65,6.69,2.64,Zaid,Rainfed,Reservoir,7.44,No,39.7,North,Low,17.98
Rice,Harvest,Silt,5.31,15.44,1.31,0.77,80.0,47.0,40.0,35.04,44.97,206.06,9.11,2.5,Kharif,Rainfed,River,2.35,Yes,77.17,North,Medium,66.66
Maize,Flowering,Clay,7.92,13.0,1.38,1.79,76.0,48.5,20.0,12.51,47.47,2085.24,8.67,9.32,Rabi,Sprinkler,River,8.34,No,105.21,North,Medium,96.01
Rice,Sowing,Silt,6.13,32.62,0.84,2.68,80.0,47.0,40.0,33.09,93.04,303.39,6.94,0.57,Kharif,Drip,Reservoir,7.79,No,94.27,North,Low,66.79
Rice,Sowing,Sandy,4.8,48.27,0.76,1.85,80.0,47.0,40.0,32.48,28.52,719.1,10.11,5.38,Rabi,Rainfed,Rainwater,8.46,No,43.99,East,Low,21.88
Cotton,Vegetative,Clay,4.9,52.73,0.6,0.18,117.0,46.0,19.0,21.33,30.53,1498.8,7.25,14.31,Kharif,Sprinkler,Groundwater,6.39,Yes,51.68,West,Low,22.03
Cotton,Flowering,Silt,5.92,38.25,0.67,2.74,117.0,46.0,19.0,27.51,80.23,1996.96,6.11,14.88,Rabi,Drip,Rainwater,5.45,No,108.11,South,Medium,96.6
Maize,Sowing,Clay,5.13,48.46,1.17,2.33,76.0,48.5,20.0,32.82,88.84,2340.08,5.59,14.34,Rabi,Sprinkler,Reservoir,5.6,No,73.72,North,Low,36.72
Maize,Harvest,Sandy,6.86,28.68,1.05,0.49,76.0,48.5,20.0,27.68,28.81,123.32,5.9,3.63,Rabi,Drip,Groundwater,7.84,Yes,40.73,East,Low,22.82
Rice,Vegetative,Clay,6.34,12.88,1.14,0.49,80.0,47.0,40.0,40.79,76.38,643.77,10.69,18.78,Rabi,Canal,Groundwater,13.12,No,90.44,Central,High,114.25
Maize,Harvest,Loamy,7.99,56.02,0.75,0.22,76.0,48.5,20.0,22.73,52.96,1030.3,10.8,2.71,Zaid,Drip,Groundwater,11.85,Yes,20.45,East,Low,5.98
Maize,Sowing,Clay,5.22,27.28,1.3,3.19,76.0,48.5,20.0,33.66,43.78,2187.54,8.0,4.26,Kharif,Rainfed,Groundwater,13.37,Yes,70.75,West,Low,42.93
Rice,Vegetative,Sandy,6.28,59.42,0.66,2.78,80.0,47.0,40.0,34.62,49.42,1648.98,9.63,0.86,Kharif,Rainfed,Rainwater,9.07,Yes,67.93,West,Low,30.69
Cotton,Flowering,Loamy,6.89,49.81,1.46,0.13,117.0,46.0,19.0,34.31,66.68,1200.46,6.43,5.08,Zaid,Canal,River,9.63,Yes,85.33,West,Low,51.02
Maize,Harvest,Silt,6.61,11.6,1.27,0.98,76.0,48.5,20.0,17.59,74.75,946.34,4.68,17.72,Zaid,Drip,River,10.31,Yes,8.22,East,Low,3.15
Maize,Flowering,Loamy,5.11,41.82,0.53,0.47,76.0,48.5,20.0,13.54,30.31,889.39,5.04,8.07,Rabi,Rainfed,River,10.42,Yes,1.55,West,Low,0.82
Maize,Sowing,Loamy,7.64,59.8,0.87,1.63,76.0,48.5,20.0,32.75,83.24,2204.81,8.19,7.0,Rabi,Rainfed,River,7.86,Yes,39.56,South,Low,17.49
Cotton,Flowering,Clay,7.84,62.16,1.52,1.3,117.0,46.0,19.0,15.22,27.92,2220.32,6.13,16.17,Rabi,Sprinkler,Reservoir,7.3,Yes,66.54,North,Low,28.79
Rice,Harvest,Sandy,7.6,23.34,0.81,0.59,80.0,47.0,40.0,15.98,73.82,990.27,7.0,1.09,Rabi,Rainfed,River,10.7,No,63.28,West,Low,23.23
Maize,Flowering,Sandy,5.57,21.61,1.5,3.27,76.0,48.5,20.0,27.61,52.78,246.03,9.49,8.23,Zaid,Canal,Rainwater,13.12,Yes,8.1,North,Medium,10.7
Cotton,Vegetative,Silt,4.81,50.04,1.16,0.39,117.0,46.0,19.0,36.73,63.0,1681.02,10.62,19.57,Rabi,Rainfed,River,3.67,Yes,79.47,Central,Medium,57.69
Maize,Flowering,Silt,5.83,53.45,0.31,2.91,76.0,48.5,20.0,29.57,43.56,825.42,4.86,14.18,Kharif,Canal,Groundwater,7.27,Yes,102.75,South,Low,56.64
Maize,Harvest,Sandy,5.17,22.09,0.82,1.76,76.0,48.5,20.0,39.08,46.72,691.67,5.34,19.01,Kharif,Sprinkler,Reservoir,13.13,Yes,118.2,West,Medium,78.48
Rice,Flowering,Sandy,6.41,48.8,1.48,2.73,80.0,47.0,40.0,18.53,60.11,928.6,7.97,1.79,Zaid,Rainfed,Groundwater,9.07,Yes,66.29,Central,Low,34.26
Cotton,Vegetative,Clay,7.99,13.24,1.39,3.15,117.0,46.0,19.0,41.66,41.68,1831.54,6.06,1.15,Rabi,Canal,Groundwater,6.3,Yes,91.93,South,Medium,89.33
Rice,Flowering,Loamy,5.66,38.59,0.45,1.22,80.0,47.0,40.0,13.11,42.79,716.48,8.86,11.13,Zaid,Rainfed,Rainwater,10.72,Yes,49.28,North,Low,26.98
Maize,Sowing,Clay,5.93,23.93,0.49,0.56,76.0,48.5,20.0,25.31,34.95,1794.95,5.49,10.82,Zaid,Sprinkler,Rainwater,7.39,No,97.26,North,Medium,79.95
Maize,Vegetative,Silt,6.54,37.75,0.38,2.33,76.0,48.5,20.0,22.45,69.29,2402.28,4.3,6.09,Rabi,Rainfed,Groundwater,14.9,Yes,90.31,East,Low,44.95
Maize,Vegetative,Sandy,6.12,42.42,0.76,0.86,76.0,48.5,20.0,19.51,87.15,2401.37,6.49,7.29,Kharif,Rainfed,Groundwater,3.2,No,56.55,North,Low,26.16
Cotton,Vegetative,Clay,5.37,15.3,1.26,1.5,117.0,46.0,19.0,19.29,81.48,1149.45,6.3,13.26,Zaid,Sprinkler,River,8.06,Yes,67.06,East,Medium,53.43
Rice,Flowering,Silt,7.32,52.05,0.33,2.99,80.0,47.0,40.0,18.78,64.08,2309.87,5.19,1.64,Zaid,Canal,River,7.51,No,78.31,South,Low,39.28
Maize,Flowering,Sandy,7.37,58.0,1.48,0.96,76.0,48.5,20.0,33.55,88.86,950.7,6.55,12.71,Zaid,Sprinkler,River,9.72,No,28.73,South,Medium,22.38
Rice,Sowing,Silt,5.6,36.62,1.12,2.66,80.0,47.0,40.0,24.64,30.7,1357.82,5.42,9.42,Zaid,Sprinkler,Rainwater,11.7,Yes,40.4,Central,Low,20.77
Cotton,Flowering,Silt,6.8,37.76,0.38,0.4,117.0,46.0,19.0,12.77,63.68,545.3,6.03,16.64,Zaid,Sprinkler,Groundwater,7.85,Yes,22.34,West,Low,12.32
